Year,QUARTER,Museum,Was there any event?,Visitor home location,Purpose of Visit to NI,Staying Overnight?,Dwell Time,How often do you visit this museum?,Net Promoter Score,Are you aware that National Museums NI has a Membership scheme?,Visitor Parties,What personal benefits have you gained as a result of visiting this museum?,I have learned new things,I have had an enjoyable experience,I have made good use of my free time,I have nurtured an interest,I have interacted with others,I have improved my health and wellbeing,Gender,Other Gender,Age Range,MDM - Quintiles
2023,Q1 Apr to Jun 2023,Ulster Museum,No,GB,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",90,Last visit was more than 5 years ago,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,N/A
2023,Q1 Apr to Jun 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q5 - Least Deprived
2023,Q1 Apr to Jun 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Last visit was more than 5 years ago,9,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q4 - Less Deprived
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,No,Yes,Yes,No,Yes,No,Female,N/A,45-54,Q3 - Average
2023,Q3 Oct to Dec 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Last visit was more than 5 years ago,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,90,Last visit was more than 5 years ago,9,"No, I am not aware",Couple,,No,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Museum,No,GB,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",90,Last visit was more than 5 years ago,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,No,Yes,No,Male,N/A,35-44,N/A
2023,Q3 Oct to Dec 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,100,Last visit was more than 5 years ago,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,No,Female,N/A,25-34,Q2 - Deprived
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,105,Last visit was more than 5 years ago,6,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,No,Yes,Female,N/A,45-54,Q3 - Average
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,105,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q2 - Deprived
2023,Q1 Apr to Jun 2023,Ulster Museum,No,International,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",120,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,N/A
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q5 - Least Deprived
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,GB,On holiday,No,120,Last visit was more than 5 years ago,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,N/A
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,No,Yes,Yes,No,Yes,No,Female,N/A,25-34,Q3 - Average
2023,Q2 Aug to Sep 2023,Ulster Museum,No,GB,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",120,Last visit was more than 5 years ago,10,"No, I am not aware",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,N/A
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,65+,Q3 - Average
2023,Q3 Oct to Dec 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Female,N/A,25-34,Q2 - Deprived
2023,Q3 Oct to Dec 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,No,No,No,No,Female,N/A,18-24,Q3 - Average
2023,Q3 Oct to Dec 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Male,N/A,55-64,Q1 - Most Deprived
2024,Q4 Jan to Mar 2024,Ulster Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,No,No,Male,N/A,25-34,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Museum,No,GB,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",120,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,No,No,Female,N/A,25-34,N/A
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,9,"No, I am not aware",Adults no children,,No,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,Yes,Yes,Female,N/A,25-34,Q3 - Average
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q2 - Deprived
2024,Q4 Jan to Mar 2024,Ulster Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,No,No,Female,N/A,35-44,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,135,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,Yes,Yes,Male,N/A,35-44,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,135,Last visit was more than 5 years ago,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q3 - Average
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,140,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,No,Yes,Yes,No,Yes,Yes,Male,N/A,45-54,Q5 - Least Deprived
2023,Q3 Oct to Dec 2023,Ulster American Folk Park,Yes,Northern Ireland,N/A,N/A,140,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q4 - Less Deprived
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,145,Last visit was more than 5 years ago,9,"No, I am not aware",Couple,,No,Yes,Yes,No,Yes,No,Male,N/A,65+,Q4 - Less Deprived
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,No,International,Visiting friends and relatives,"Yes, other reason (please specify)",150,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,Yes,No,Male,N/A,55-64,N/A
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,8,"No, I am not aware",Adults no children,,No,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q1 - Most Deprived
2024,Q4 Jan to Mar 2024,Ulster American Folk Park,No,ROI,Visiting friends and relatives,No,150,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,N/A
2023,Q1 Apr to Jun 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,No,Yes,Yes,Yes,No,No,Male,N/A,65+,Q2 - Deprived
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,9,"No, I am not aware",Couple,,Yes,Yes,Yes,No,Yes,No,Male,N/A,35-44,Q2 - Deprived
2023,Q3 Oct to Dec 2023,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,Q4 - Less Deprived
2023,Q3 Oct to Dec 2023,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q5 - Least Deprived
2023,Q2 Aug to Sep 2023,Ulster American Folk Park,No,ROI,On holiday,"Yes, on holiday, staying in paid accommodation",230,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,N/A
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,240,Last visit was more than 5 years ago,8,"No, I am not aware",Adult(s) with children,,No,Yes,Yes,No,No,No,Female,N/A,45-54,Q2 - Deprived
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,240,Last visit was more than 5 years ago,8,"Yes, I am aware, but I am not a member",Couple,,No,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q3 - Average
2023,Q3 Oct to Dec 2023,Ulster American Folk Park,No,GB,N/A,N/A,240,Last visit was more than 5 years ago,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,N/A
2023,Q1 Apr to Jun 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,60,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,No,No,Male,N/A,25-34,Q4 - Less Deprived
2023,Q1 Apr to Jun 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,60,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q1 - Most Deprived
2023,Q3 Oct to Dec 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,60,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Lone Visitor,,No,Yes,Yes,No,Yes,Yes,Male,N/A,25-34,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,60,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,65+,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,60,Last visit was more than 5 years ago,8,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q3 - Average
2023,Q3 Oct to Dec 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,69,Last visit was more than 5 years ago,10,"No, I am not aware",Adults no children,,No,Yes,Yes,No,No,No,Female,N/A,25-34,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,70,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,No,Yes,No,Male,N/A,35-44,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Transport Museum,No,ROI,On holiday,"Yes, on holiday, staying in paid accommodation",75,Last visit was more than 5 years ago,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Male,N/A,45-54,N/A
2024,Q4 Jan to Mar 2024,Ulster Transport Museum,Yes,Northern Ireland,N/A,N/A,80,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Male,N/A,35-44,Q4 - Less Deprived
2023,Q1 Apr to Jun 2023,Ulster Museum,No,GB,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",90,Last visit was more than 5 years ago,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,No,Male,N/A,35-44,N/A
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,90,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,Yes,No,Male,N/A,25-34,Q5 - Least Deprived
2023,Q3 Oct to Dec 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q3 - Average
2024,Q4 Jan to Mar 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,90,Last visit was more than 5 years ago,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q4 - Less Deprived
2023,Q1 Apr to Jun 2023,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,No,Yes,Yes,Yes,No,No,Female,N/A,45-54,Q5 - Least Deprived
2023,Q1 Apr to Jun 2023,Ulster Museum,No,ROI,On holiday,"Yes, on holiday, staying in paid accommodation",120,Last visit was more than 5 years ago,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,No,Female,N/A,25-34,N/A
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,GB,Visiting friends and relatives,"Yes, on holiday, visiting friends or relatives",120,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,N/A
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,No,Yes,Female,N/A,35-44,Q2 - Deprived
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,ROI,Other (please specify),No,120,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,65+,N/A
2023,Q3 Oct to Dec 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,No,No,Male,N/A,55-64,Q4 - Less Deprived
2023,Q3 Oct to Dec 2023,Ulster Museum,No,International,On holiday,"Yes, on holiday, visiting friends or relatives",120,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,N/A
2023,Q3 Oct to Dec 2023,Ulster Folk Museum,Yes,ROI,Visiting friends and relatives,"Yes, on holiday, staying in paid accommodation",120,Last visit was more than 5 years ago,8,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,N/A
2023,Q3 Oct to Dec 2023,Ulster Museum,No,GB,On holiday,"Yes, on holiday, staying in paid accommodation",120,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,No,No,Male,N/A,65+,N/A
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,9,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q3 - Average
2024,Q4 Jan to Mar 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Last visit was more than 5 years ago,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Male,N/A,45-54,Q1 - Most Deprived
2024,Q4 Jan to Mar 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,130,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,18-24,Q3 - Average
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,140,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,Yes,No,Female,N/A,65+,Q5 - Least Deprived
2023,Q2 Aug to Sep 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,No,Yes,Female,N/A,25-34,Q3 - Average
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Couple,,No,Yes,Yes,No,Yes,Yes,Male,N/A,25-34,Q4 - Less Deprived
2023,Q2 Aug to Sep 2023,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q5 - Least Deprived
2023,Q2 Aug to Sep 2023,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,150,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q4 - Less Deprived
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,169,Last visit was more than 5 years ago,10,"No, I am not aware",Couple,,Yes,Yes,Yes,No,Yes,Yes,Male,N/A,35-44,Q4 - Less Deprived
2023,Q1 Apr to Jun 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,No,Yes,Yes,No,Yes,No,Female,N/A,45-54,Q5 - Least Deprived
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adults no children,,No,No,Yes,No,No,Yes,Female,N/A,45-54,Q5 - Least Deprived
2024,Q4 Jan to Mar 2024,Ulster Museum,No,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,9,"No, I am not aware",Couple,,Yes,Yes,Yes,No,Yes,No,Male,N/A,25-34,Q1 - Most Deprived
2024,Q4 Jan to Mar 2024,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,180,Last visit was more than 5 years ago,10,"No, I am not aware",Couple,,Yes,Yes,Yes,No,Yes,No,Female,N/A,65+,Q2 - Deprived
2023,Q1 Apr to Jun 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,30,Monthly or more often,10,"Yes, I am aware, but I am not a member",Couple,,No,Yes,Yes,No,No,No,Female,N/A,45-54,Q3 - Average
2023,Q1 Apr to Jun 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q5 - Least Deprived
2023,Q1 Apr to Jun 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q4 - Less Deprived
2023,Q2 Aug to Sep 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q5 - Least Deprived
2023,Q3 Oct to Dec 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,8,"Yes, I am aware, but I am not a member",Couple,,No,Yes,Yes,Yes,No,No,Female,N/A,25-34,Q3 - Average
2023,Q2 Aug to Sep 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,90,Monthly or more often,10,"Yes, I am aware, but I am not a member",Couple,,No,Yes,Yes,Yes,Yes,No,Female,N/A,45-54,Q5 - Least Deprived
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,120,Monthly or more often,10,"Yes, and I am a member",Adult(s) with children,,No,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q3 - Average
2023,Q3 Oct to Dec 2023,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,120,Monthly or more often,10,"Yes, and I am a member",Couple,,No,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q5 - Least Deprived
2023,Q3 Oct to Dec 2023,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,120,Monthly or more often,10,"Yes, and I am a member",Couple,,No,Yes,Yes,No,Yes,Yes,Male,N/A,65+,Q5 - Least Deprived
2023,Q3 Oct to Dec 2023,Ulster Museum,Yes,Northern Ireland,N/A,N/A,120,Monthly or more often,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,65+,Q4 - Less Deprived
2023,Q3 Oct to Dec 2023,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,120,Monthly or more often,10,"Yes, I am aware, but I am not a member",Lone Visitor,,No,Yes,Yes,Yes,Yes,Yes,Male,N/A,18-24,Q5 - Least Deprived
2023,Q1 Apr to Jun 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,150,Monthly or more often,10,"Yes, and I am a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q1 - Most Deprived
2023,Q3 Oct to Dec 2023,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,150,Monthly or more often,10,"Yes, and I am a member",Couple,,No,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q5 - Least Deprived
2023,Q2 Aug to Sep 2023,Ulster Folk Museum,Yes,Northern Ireland,N/A,N/A,180,Monthly or more often,10,"Yes, and I am a member",Adult(s) with children,,No,Yes,Yes,No,Yes,Yes,Female,N/A,35-44,Q5 - Least Deprived
2023,Q3 Oct to Dec 2023,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,180,Monthly or more often,10,"Yes, and I am a member",Couple,,No,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q5 - Least Deprived
2023,Q1 Apr to Jun 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,30,Monthly or more often,8,"Yes, I am aware, but I am not a member",Lone Visitor,,No,Yes,Yes,Yes,Yes,No,Female,N/A,25-34,Q2 - Deprived
2023,Q2 Aug to Sep 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,30,Monthly or more often,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,No,No,Female,N/A,18-24,Q1 - Most Deprived
2023,Q3 Oct to Dec 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,30,Monthly or more often,8,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,18-24,Q5 - Least Deprived
2023,Q2 Aug to Sep 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,45,Monthly or more often,10,"Yes, I am aware, but I am not a member",Couple,,No,Yes,Yes,No,Yes,Yes,Female,N/A,55-64,Q4 - Less Deprived
2023,Q3 Oct to Dec 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,45,Monthly or more often,10,"Yes, and I am a member",Couple,,Yes,Yes,Yes,Yes,No,Yes,Female,N/A,35-44,Q5 - Least Deprived
2023,Q1 Apr to Jun 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,18-24,Q2 - Deprived
2023,Q1 Apr to Jun 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,18-24,Q5 - Least Deprived
2023,Q1 Apr to Jun 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,8,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q4 - Less Deprived
2023,Q2 Aug to Sep 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q5 - Least Deprived
2023,Q2 Aug to Sep 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q4 - Less Deprived
2023,Q2 Aug to Sep 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"Yes, I am aware, but I am not a member",Lone Visitor,,No,Yes,Yes,Yes,No,No,Female,N/A,35-44,Q5 - Least Deprived
2023,Q2 Aug to Sep 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,9,"Yes, and I am a member",Adult(s) with children,,No,Yes,Yes,No,No,No,Female,N/A,35-44,Q5 - Least Deprived
2023,Q3 Oct to Dec 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"Yes, and I am a member",Adult(s) with children,,No,Yes,Yes,No,No,Yes,Male,N/A,25-34,Q5 - Least Deprived
2023,Q3 Oct to Dec 2023,Ulster Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,10,"No, I am not aware",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,65+,Q5 - Least Deprived
2023,Q3 Oct to Dec 2023,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,60,Monthly or more often,9,"Yes, and I am a member",Adult(s) with children,,No,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q5 - Least Deprived
